<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20180417,000000,75.6730000,76.5730000,75.3860000,76.0882000,48508
20180418,000000,76.1070000,76.6046000,75.0870000,75.3022000,51333
20180419,000000,75.2840000,75.6983000,74.9290000,75.3678000,63355
20180420,000000,75.3400000,75.8050000,75.0970000,75.4041000,59152
20180421,000000,75.4120000,75.4120000,75.3855000,75.4000000,8
20180422,000000,75.3630000,75.5919000,75.1850000,75.5919000,11
20180423,000000,75.6050000,76.0760000,74.8190000,75.4490000,43448
20180424,000000,75.5320000,75.5574000,74.8750000,75.2908000,52074
20180425,000000,75.3210000,76.1200000,75.0650000,75.8100000,54861
20180426,000000,75.9150000,76.7500000,75.5610000,76.0015000,59761
20180427,000000,76.0400000,76.0760000,74.6770000,75.3160000,68405
20180428,000000,75.3920000,75.4350000,75.0870000,75.4070000,14
20180429,000000,75.2910000,75.9345000,74.3717000,75.8353000,153
20180430,000000,75.8570000,76.3720000,75.3380000,76.0180000,56872
20180501,000000,76.0320000,76.5009000,75.8510000,76.3012000,4711
20180502,000000,76.2980000,76.8730000,75.3890000,76.4760000,64947
20180503,000000,76.5750000,76.6500000,75.2460000,75.4220000,70318
20180504,000000,75.5030000,75.9290000,74.4430000,74.9913000,67346
20180505,000000,74.6970000,75.0440000,74.6970000,74.8440000,8
20180506,000000,74.6610000,74.9183000,73.9712000,74.8120000,58
20180507,000000,75.0470000,75.0900000,74.4510000,74.9260000,55167
20180508,000000,74.9700000,75.5029000,74.7050000,74.9412000,70848
20180509,000000,75.0170000,75.9260000,74.4840000,74.6290000,7853
20180510,000000,74.7830000,74.8930000,73.1770000,73.5040000,71412
20180511,000000,73.6490000,74.0380000,73.2820000,73.8070000,65889
20180512,000000,73.9270000,73.9270000,73.8691000,73.9270000,14
20180513,000000,73.9960000,74.0310000,73.4670000,73.5130000,10
20180514,000000,73.5500000,74.2310000,73.4440000,73.7530000,75568
20180515,000000,73.8030000,74.2950000,73.5660000,73.7240000,79802
20180516,000000,73.6880000,73.9510000,72.5820000,72.8010000,80727
20180517,000000,72.8660000,73.3640000,72.7070000,73.2200000,66107
20180518,000000,73.3260000,73.6670000,73.0070000,73.3180000,74297
20180519,000000,73.4170000,73.4170000,73.1480000,73.3400000,10
20180520,000000,73.2280000,73.3830000,73.1940000,73.3750000,25
20180521,000000,73.3800000,73.6280000,72.2950000,72.5767000,81782
20180522,000000,72.5820000,72.7600000,71.6890000,72.0340000,91642
20180523,000000,72.0850000,72.3470000,71.5740000,71.6180000,95301
20180524,000000,71.7140000,72.4320000,71.5860000,72.1269000,89784
20180525,000000,72.1820000,72.7550000,71.9410000,72.1380000,62705
20180526,000000,72.2390000,72.4720000,72.2390000,72.4720000,11
20180527,000000,72.6650000,72.7030000,72.0342000,72.4935000,205
20180528,000000,72.4930000,72.9738000,72.2240000,72.4318000,50521
20180529,000000,72.4170000,72.6120000,72.0520000,72.5292000,69420
20180530,000000,72.5480000,72.6420000,72.1610000,72.4245000,118832
20180531,000000,72.4140000,73.0160000,72.2440000,72.8918000,98217
20180601,000000,72.9770000,73.0220000,72.2570000,72.4380000,99303
20180602,000000,72.5200000,72.5360000,72.4230000,72.5360000,10
20180603,000000,72.4126000,72.4740000,72.1714000,72.2757000,51
20180604,000000,72.4490000,72.7720000,72.2260000,72.5805000,70236
20180605,000000,72.6110000,72.8911000,72.2930000,72.8129000,94241
20180606,000000,72.8210000,73.1270000,72.0460000,72.6870000,100067
20180607,000000,72.7630000,73.9310000,72.5100000,73.5220000,95544
20180608,000000,73.5940000,74.0159000,73.1960000,73.3062000,47540
20180609,000000,73.3020000,73.3360000,73.2740000,73.3210000,7
20180610,000000,73.3840000,73.5069000,73.1370000,73.5052000,31
20180611,000000,73.5040000,74.1520000,72.5890000,74.0030000,89583
20180612,000000,73.9850000,74.2990000,73.6440000,74.0375000,22548
20180613,000000,74.0620000,75.0760000,73.2690000,73.7450000,99423
20180614,000000,73.7940000,73.9480000,72.0740000,72.2590000,140819
20180615,000000,72.3480000,73.5542000,72.0450000,73.3021000,131353
20180616,000000,73.2670000,73.2930000,73.2670000,73.2930000,8
20180617,000000,73.1790000,73.2600000,73.1790000,73.2190000,7
20180618,000000,72.7340000,73.9940000,72.7280000,73.5710000,91852
20180619,000000,73.5690000,74.2760000,73.5690000,73.9510000,121976
20180620,000000,74.0450000,74.0450000,73.3170000,73.5320000,103408
20180621,000000,73.5810000,74.0352000,73.3830000,73.7470000,138196
20180622,000000,73.8460000,74.5090000,73.1090000,73.4971000,125245
20180623,000000,73.5020000,73.5020000,73.4600000,73.4800000,8
20180624,000000,73.2250000,73.3670000,73.2120000,73.3640000,11
20180625,000000,73.3780000,73.6890000,73.1070000,73.5650000,108044
20180626,000000,73.6150000,73.8230000,73.1880000,73.4796000,112814
20180627,000000,73.5210000,73.6899000,72.8240000,72.8270000,120065
20180628,000000,72.9370000,73.1860000,72.5010000,72.5700000,116770
20180629,000000,72.6700000,73.4161000,72.5280000,73.3081000,130546
20180630,000000,73.3210000,73.3810000,73.1670000,73.3810000,10
20180701,000000,73.2210000,73.5670000,73.0540000,73.4509000,49
20180702,000000,73.4580000,74.5840000,73.1970000,73.8199000,97269
20180703,000000,73.8050000,74.6133000,73.4590000,73.5200000,38755
20180704,000000,73.6070000,73.8710000,73.4600000,73.7240000,66338
20180705,000000,73.7720000,74.0450000,73.5690000,73.7251000,103950
20180706,000000,73.7760000,74.1970000,73.7070000,73.9582000,97277
20180707,000000,73.9890000,73.9890000,73.9072000,73.9170000,9
20180708,000000,73.9540000,73.9540000,73.8180000,73.8980000,13
20180709,000000,73.8390000,74.4810000,73.2160000,73.2630000,83518
20180710,000000,73.3210000,73.5460000,72.3310000,72.5531000,97425
20180711,000000,72.5770000,73.0159000,72.2790000,72.8330000,120495
20180712,000000,72.8690000,72.9093000,72.1780000,72.6125000,102699
20180713,000000,72.6590000,73.2338000,72.2460000,73.0480000,111471
20180714,000000,73.0850000,73.1920000,73.0142000,73.1920000,9
20180715,000000,72.9980000,73.1130000,72.8450000,72.8520000,13
20180716,000000,73.0660000,73.1700000,72.5550000,73.0671000,94292
20180717,000000,73.0700000,73.3690000,72.7210000,72.9962000,99949
20180718,000000,73.0360000,73.6356000,72.8090000,73.3302000,106623
20180719,000000,73.3300000,74.2200000,73.1250000,74.0219000,122150
20180720,000000,74.0340000,74.5385000,73.3620000,73.5290000,135014
20180721,000000,73.5300000,74.3490000,73.2140000,74.3490000,10
20180722,000000,74.4080000,74.4840000,74.2784000,74.2796000,57
20180723,000000,74.2810000,74.6480000,73.5840000,73.6670000,109014
20180724,000000,73.7290000,74.1883000,73.1840000,73.9774000,103992
20180725,000000,74.0020000,74.1016000,73.3140000,73.5870000,107092
20180726,000000,73.6590000,73.8950000,73.0900000,73.1870000,103088
20180727,000000,73.2820000,73.3790000,72.4107000,72.9290000,95086
20180728,000000,72.9450000,73.1860000,72.9320000,73.1700000,11
20180729,000000,73.1470000,73.2300000,73.1470000,73.1820000,7
20180730,000000,73.0530000,73.3855000,72.6840000,72.7890000,85404
20180731,000000,72.8510000,73.4110000,72.5620000,73.0240000,98349
20180801,000000,73.1030000,73.5728000,72.8940000,73.3581000,88123
20180802,000000,73.3430000,73.8210000,73.2160000,73.3720000,91320
20180803,000000,73.3850000,73.9192000,73.0860000,73.8347000,103566
20180804,000000,73.9020000,73.9020000,73.2260000,73.2260000,14
20180805,000000,73.2140000,73.5250000,73.1630000,73.3300000,18
20180806,000000,73.3270000,73.7034000,73.0740000,73.5760000,81922
20180807,000000,73.6540000,73.6830000,73.4010000,73.5830000,80712
20180808,000000,73.6510000,76.1830000,73.5370000,76.1494000,89862
20180809,000000,76.1510000,77.3160000,75.9890000,76.7795000,78546
20180810,000000,76.8080000,77.3820000,76.2590000,77.2248000,117764
20180811,000000,77.1710000,77.2410000,77.1710000,77.2410000,10
20180812,000000,77.1320000,77.3940000,76.9770000,77.1959000,45
20180813,000000,77.1990000,78.9265000,76.7010000,76.9440000,18904
20180814,000000,77.0470000,77.3880000,74.7797000,75.1390000,89198
20180815,000000,75.2180000,76.7106000,75.0660000,76.2460000,95163
20180816,000000,76.2960000,76.6290000,75.5561000,75.9200000,107516
20180817,000000,76.0380000,77.0937000,75.1990000,75.1990000,101807
20180818,000000,76.6250000,76.6250000,76.6110000,76.6250000,12
20180819,000000,76.7500000,76.8940000,76.7220000,76.8800000,23
20180820,000000,76.8510000,77.0780000,76.3680000,76.9680000,86143
20180821,000000,76.8590000,77.9180000,76.8500000,77.8050000,90339
20180822,000000,77.8880000,79.3292000,77.6320000,78.8700000,100528
20180823,000000,78.9110000,79.7670000,78.0030000,78.6600000,98693
20180824,000000,78.7440000,79.6360000,77.4690000,78.1495000,102541
20180825,000000,78.1280000,78.3850000,78.0590000,78.3850000,9
20180826,000000,78.1240000,78.3570000,78.1240000,78.3317000,30
20180827,000000,78.3420000,78.9965000,77.8370000,78.7310000,66225
20180828,000000,78.6740000,79.5685000,78.4870000,79.2220000,88701
20180829,000000,79.3620000,79.9374000,78.9340000,79.7050000,83668
20180830,000000,79.7110000,79.7470000,79.0460000,79.5500000,91048
20180831,000000,79.6620000,79.6909000,78.1020000,78.2225000,30774
20180901,000000,78.3230000,78.5672000,78.1360000,78.2960000,9
20180902,000000,78.3306000,78.3472000,78.3177000,78.3472000,17
20180903,000000,78.3500000,79.1995000,78.1760000,78.7770000,74786
20180904,000000,78.8950000,79.1818000,78.5370000,78.8860000,97175
20180905,000000,78.9340000,79.5167000,78.6750000,79.3103000,108134
20180906,000000,79.3310000,80.8079000,78.5060000,80.4982000,93296
20180907,000000,80.4450000,80.9190000,80.0290000,80.8909000,99616
20180908,000000,80.8980000,80.9740000,80.8980000,80.9200000,10
20180909,000000,80.7420000,80.7420000,80.3079000,80.3110000,32
20180910,000000,80.3110000,81.8831000,80.2360000,81.7080000,61404
20180911,000000,81.7790000,81.9430000,80.4610000,80.5253000,64689
20180912,000000,80.5310000,80.7970000,79.8100000,79.9600000,91804
20180913,000000,80.0720000,80.4050000,78.9420000,79.7290000,100809
20180914,000000,79.8340000,80.1930000,78.8880000,79.1007000,94217
20180915,000000,79.1240000,79.2200000,79.0900000,79.0900000,9
20180916,000000,79.2100000,79.2100000,79.0260000,79.0260000,13
20180917,000000,79.0980000,79.5926000,78.9770000,79.4630000,86329
20180918,000000,79.5440000,79.9570000,78.4730000,78.5480000,102492
20180919,000000,78.5250000,78.7190000,77.6870000,77.7660000,108702
20180920,000000,77.8470000,78.3620000,77.4310000,78.0080000,96070
20180921,000000,77.9970000,78.5450000,77.8510000,77.9690000,96440
20180922,000000,78.0820000,78.0820000,77.8769000,78.0770000,8
20180923,000000,78.0340000,78.2776000,78.0190000,78.2523000,30
20180924,000000,78.2480000,78.4120000,77.2230000,77.3690000,6580
20180925,000000,77.5500000,77.8490000,77.0990000,77.3740000,6569
20180926,000000,77.4490000,77.5890000,76.9930000,77.3113000,6703
20180927,000000,77.3430000,77.6270000,75.9650000,76.2260000,6794
20180928,000000,76.3530000,76.4240000,75.8820000,75.9830000,6865
20180929,000000,76.1270000,76.1460000,75.9730000,76.1460000,10
20180930,000000,76.2390000,76.3110000,76.1060000,76.1390000,25
20181001,000000,76.1140000,76.3130000,75.0100000,75.2428000,6584
20181002,000000,75.2750000,75.7560000,74.9660000,75.5900000,6519
20181003,000000,75.5800000,75.9000000,75.4460000,75.5707000,6757
20181004,000000,75.6090000,77.1930000,75.4010000,77.0094000,5909
20181005,000000,76.9740000,77.1060000,76.4140000,76.6710000,6660
20181006,000000,76.7890000,76.7890000,76.7675000,76.7690000,9
20181007,000000,76.6930000,76.8460000,76.6220000,76.7830000,14
20181008,000000,76.7830000,77.1391000,76.1410000,76.4953000,6797
20181009,000000,76.5220000,76.6680000,75.9220000,76.0200000,6672
20181010,000000,76.1030000,77.0930000,75.8340000,76.8950000,6001
20181011,000000,77.0380000,77.3681000,76.3130000,76.8327000,5566
20181012,000000,76.8670000,76.8670000,76.1280000,76.2680000,5348
20181013,000000,76.3580000,76.4838000,76.2848000,76.3150000,9
20181014,000000,76.3460000,76.5540000,76.1601000,76.1735000,65
20181015,000000,76.2000000,76.5860000,75.6860000,75.9630000,5371
20181016,000000,76.0340000,76.0780000,75.5140000,75.5730000,5486
20181017,000000,75.6530000,75.8712000,75.1920000,75.2720000,6831
20181018,000000,75.3550000,75.7632000,75.2230000,75.2630000,6902
20181019,000000,75.3540000,75.4790000,75.0170000,75.2269000,6885
20181020,000000,75.2910000,75.3920000,75.2910000,75.3920000,8
20181021,000000,75.1795000,75.5520000,75.1795000,75.5313000,54
20181022,000000,75.5450000,75.6820000,74.4750000,74.6650000,6438
20181023,000000,74.7510000,75.4530000,74.5870000,75.0348000,6859
20181024,000000,75.0600000,75.3770000,73.9900000,74.7554000,6974
20181025,000000,74.7870000,75.1468000,74.3070000,74.5310000,6933
20181026,000000,74.6140000,75.0731000,74.3120000,74.6784000,6978
20181027,000000,74.5630000,74.9100000,74.4378000,74.9100000,9
20181028,000000,74.5551000,74.8270000,74.5346000,74.5451000,38
20181029,000000,74.5670000,75.3380000,74.4570000,74.8608000,6710
20181030,000000,74.8650000,74.9640000,74.0750000,74.2560000,6757
20181031,000000,74.2730000,74.6615000,74.0570000,74.4350000,6631
20181101,000000,74.5100000,75.1138000,74.2020000,74.8200000,6849
20181102,000000,74.9220000,75.4808000,74.7700000,75.2910000,6677
20181103,000000,75.3450000,75.3730000,75.2582000,75.3250000,14
20181104,000000,75.4550000,75.4550000,75.4160000,75.4160000,6
20181105,000000,75.4200000,75.6392000,74.9360000,75.3347000,5903
20181106,000000,75.3500000,75.5200000,74.8160000,75.4410000,6434
20181107,000000,75.4750000,76.3130000,75.1450000,75.8537000,6660
20181108,000000,75.8660000,76.3130000,75.3990000,75.8890000,6230
20181109,000000,76.0140000,77.2350000,75.6580000,76.9910000,6651
20181110,000000,77.0390000,77.0540000,76.7470000,76.7470000,216
20181111,000000,76.8180000,76.8180000,76.7800000,76.7900000,12
20181112,000000,76.9050000,76.9380000,75.8280000,76.2110000,6691
20181113,000000,76.2700000,76.8980000,75.8560000,76.8525000,6526
20181114,000000,76.8690000,76.9970000,75.7440000,75.9155000,6119
20181115,000000,75.9340000,76.2010000,74.4980000,74.5020000,6456
20181116,000000,74.6680000,75.5070000,74.3850000,75.3818000,6452
20181117,000000,75.4290000,75.4410000,75.2017000,75.3300000,214
20181118,000000,75.2360000,75.2550000,75.2200000,75.2550000,13
20181119,000000,75.2460000,75.5883000,74.9440000,74.9800000,6044
20181120,000000,75.1230000,75.3515000,74.8460000,75.1760000,6488
20181121,000000,75.2210000,75.3650000,74.6410000,74.7303000,6071
20181122,000000,74.7530000,75.2828000,74.3590000,74.7941000,5586
20181123,000000,74.9070000,75.3087000,74.5460000,75.0067000,5903
20181124,000000,75.0310000,75.1025000,74.9790000,74.9790000,132
20181125,000000,75.1080000,75.6300000,75.1030000,75.3312000,21
20181126,000000,75.3530000,76.5625000,74.9820000,76.0591000,6489
20181127,000000,76.0440000,76.1580000,75.2030000,75.7491000,6385
20181128,000000,75.7490000,76.2949000,75.3300000,76.2196000,6087
20181129,000000,76.2140000,76.5640000,75.0140000,75.4092000,6288
20181130,000000,75.3410000,76.1430000,74.9249000,76.0366000,5745
20181201,000000,75.7720000,76.0060000,75.7380000,75.8760000,184
20181202,000000,75.9130000,76.2280000,75.9100000,76.2180000,9
20181203,000000,76.1765000,76.1769000,75.0270000,75.4173000,6544
20181204,000000,75.4430000,76.3130000,75.3230000,75.7405000,6252
20181205,000000,75.7600000,75.9010000,75.3780000,75.4830000,6643
20181206,000000,75.5080000,76.4264000,75.3230000,76.0882000,6869
20181207,000000,76.1150000,76.3560000,75.1300000,75.6870000,6075
20181208,000000,75.7640000,75.8190000,75.4810000,75.6280000,222
20181209,000000,75.6580000,75.7380000,75.3160000,75.5642000,28
20181210,000000,75.6060000,76.3130000,75.4380000,75.6746000,6186
20181211,000000,75.6990000,76.0480000,74.9270000,75.0940000,6070
20181212,000000,75.1620000,75.5528000,74.9800000,75.4732000,6661
20181213,000000,75.4960000,75.6550000,75.0510000,75.2035000,6290
20181214,000000,75.2320000,77.2740000,74.8230000,75.2040000,6499
20181215,000000,75.2050000,75.5410000,75.1285000,75.5380000,140
20181216,000000,75.3400000,75.5160000,75.2448000,75.2568000,33
20181217,000000,75.2750000,76.0400000,75.1540000,75.5714000,6053
20181218,000000,75.7000000,76.5528000,75.4922000,76.4600000,6350
20181219,000000,76.5440000,77.4235000,76.2540000,76.6110000,6531
20181220,000000,76.7300000,78.8760000,76.4880000,78.1110000,6597
20181221,000000,78.2640000,78.6220000,77.7420000,78.2269000,5822
20181222,000000,78.2580000,78.5570000,78.1450000,78.2270000,138
20181223,000000,78.4750000,78.4950000,78.3930000,78.4010000,20
20181224,000000,78.1210000,78.8700000,77.6630000,78.1955000,5783
20181225,000000,78.2740000,78.6090000,77.7740000,78.3570000,376
20181226,000000,78.2470000,79.0660000,77.9780000,77.9780000,1718
20181227,000000,78.0290000,79.8130000,77.8040000,79.4372000,4725
20181228,000000,79.4740000,79.8394000,79.2090000,79.5518000,6155
20181229,000000,79.5610000,79.7260000,77.8658000,79.6240000,133
20181230,000000,79.6300000,79.6300000,79.5770000,79.5780000,15
20181231,000000,79.5780000,79.9100000,78.9440000,79.7765000,5514
20190101,000000,79.8580000,80.5010000,79.2410000,80.0840000,355
20190102,000000,79.1350000,80.1173000,77.7690000,78.2205000,5192
20190103,000000,78.2245000,79.0697000,77.9594000,78.2650000,5821
20190104,000000,78.2370000,79.1990000,76.9300000,76.9855000,5974
20190105,000000,77.1960000,77.1960000,76.5391000,77.1070000,136
20190107,000000,77.6888000,78.2180000,76.2600000,76.5005000,5417
20190108,000000,76.5360000,76.9930000,76.3180000,76.5479000,6012
20190109,000000,76.5660000,77.2180000,76.3720000,77.0793000,5958
20190110,000000,77.1400000,77.5834000,76.7390000,76.8086000,5945
20190111,000000,76.7080000,77.4070000,76.5800000,76.6390000,6469
20190112,000000,76.6540000,76.8200000,76.5830000,76.6950000,213
20190113,000000,76.6380000,76.6380000,76.5200000,76.5750000,27
20190114,000000,76.5860000,77.1794000,76.2780000,76.7340000,6383
20190115,000000,76.8069000,77.0617000,76.1610000,76.4015000,10997
20190116,000000,76.4420000,76.6150000,75.4870000,75.5629000,6853
20190117,000000,75.5750000,75.9460000,75.3240000,75.4740000,6647
20190118,000000,75.5720000,75.7696000,75.0940000,75.2114000,6543
20190119,000000,75.2230000,75.4290000,75.0410000,75.2510000,197
20190120,000000,75.1511000,75.2940000,75.1450000,75.1650000,16
20190121,000000,75.1580000,75.8600000,74.7480000,75.4371000,5932
20190122,000000,75.4770000,75.6390000,75.2160000,75.4710000,6463
20190123,000000,75.5180000,75.6040000,75.0290000,75.1170000,6354
20190124,000000,75.1920000,75.3080000,74.2350000,74.2780000,6539
20190125,000000,74.3490000,75.4145000,74.1530000,75.2190000,6434
20190126,000000,75.3070000,75.4529000,75.1523000,75.2510000,196
20190127,000000,75.2590000,75.8870000,75.2360000,75.8830000,16
20190128,000000,75.2260000,75.8990000,74.6900000,75.6560000,6145
20190129,000000,75.7350000,75.9780000,75.2990000,75.4669000,6581
20190130,000000,75.4990000,75.7460000,74.9889000,75.1182000,6361
20190131,000000,75.1680000,75.4183000,74.7180000,74.7190000,6692
20190201,000000,74.7599000,75.3165000,74.7160000,74.9590000,6471
20190202,000000,74.9773000,75.1010000,74.8000000,74.9970000,228
20190203,000000,74.9940000,74.9940000,74.9800000,74.9840000,6
20190204,000000,75.0694000,75.2050000,74.8310000,74.9440000,6405
20190205,000000,75.0040000,75.0270000,74.6340000,74.8622000,6500
20190206,000000,74.8740000,75.0400000,74.5880000,74.8949000,6697
20190207,000000,74.9060000,75.1090000,74.4630000,74.6780000,5488
20190208,000000,74.7690000,75.0890000,74.3320000,74.3600000,5812
20190209,000000,74.4380000,74.7110000,73.9000000,74.3390000,200
20190210,000000,73.9460000,74.4140000,73.9460000,74.0936000,20
20190211,000000,74.1340000,74.6760000,73.8196000,74.1731000,6422
20190212,000000,74.1870000,74.8880000,73.8410000,74.6088000,6467
20190213,000000,74.5320000,74.9619000,74.1130000,74.9160000,6616
20190214,000000,74.9147000,75.7100000,74.7050000,75.2627000,6477
20190215,000000,75.3090000,75.3210000,74.7560000,74.8855000,6478
20190216,000000,74.9070000,74.9070000,74.7330000,74.8970000,209
20190217,000000,74.6760000,74.7270000,74.6760000,74.7117000,24
20190218,000000,74.7320000,75.0640000,74.4630000,74.8783000,5649
20190219,000000,74.9180000,74.9870000,74.4850000,74.5490000,5604
20190220,000000,74.6030000,74.8950000,74.2850000,74.5116000,5988
20190221,000000,74.4200000,74.8490000,74.0280000,74.2520000,6234
20190222,000000,74.3310000,74.7940000,73.9900000,74.0396000,6192
20190223,000000,73.9900000,74.2020000,73.9770000,74.1840000,204
20190224,000000,74.1230000,74.1430000,74.1230000,74.1370000,6
20190225,000000,74.2762000,74.5580000,73.9140000,74.4230000,5992
20190226,000000,74.4620000,74.9513000,74.2720000,74.8630000,5251
20190227,000000,74.8940000,75.0691000,74.6260000,74.7280000,5916
20190228,000000,74.7800000,75.0790000,74.6180000,74.8870000,6268
20190301,000000,74.9700000,75.0698000,74.6410000,74.8570000,5887
20190302,000000,74.9180000,74.9440000,74.8430000,74.9340000,218
20190303,000000,75.0360000,75.0360000,75.0100000,75.0340000,10
20190304,000000,75.0760000,75.0760000,74.2610000,74.6072000,5939
20190305,000000,74.6070000,74.6691000,74.1490000,74.3862000,6262
20190306,000000,74.3330000,74.6926000,74.2220000,74.5620000,6489
20190307,000000,74.6076000,74.7205000,74.0220000,74.0772000,6347
20190308,000000,74.0340000,74.7122000,73.9620000,74.4592000,6390
20190309,000000,74.4930000,74.5680000,74.4320000,74.5210000,224
20190310,000000,74.6070000,74.6320000,74.5780000,74.5960000,23
20190311,000000,74.6250000,74.7127000,74.0081000,74.0099000,5593
20190312,000000,74.0970000,74.2690000,73.8800000,74.0517000,6076
20190313,000000,74.0840000,74.1752000,73.7600000,74.1013000,6001
20190314,000000,74.0980000,74.1471000,73.8120000,73.9521000,6035
20190315,000000,74.0090000,74.1750000,73.2160000,73.2220000,6084
20190316,000000,73.3940000,73.4990000,73.3805000,73.4990000,9
20190317,000000,73.5232000,73.5298000,73.3338000,73.3820000,84
20190318,000000,73.4000000,73.6030000,72.7680000,72.8540000,6410
20190319,000000,73.0280000,73.2271000,72.8150000,73.0612000,6157
20190320,000000,73.0600000,73.1976000,72.6960000,72.9289000,6481
20190321,000000,72.7620000,73.0730000,72.3460000,72.6195000,6612
20190322,000000,72.6310000,73.1554000,72.2010000,72.9790000,6055
20190323,000000,73.1060000,73.1530000,72.9770000,73.1530000,18
20190324,000000,72.8360000,73.0530000,72.6580000,72.9290000,19
20190325,000000,72.8420000,73.1550000,72.1820000,72.3621000,5903
20190326,000000,72.4060000,72.8547000,72.2020000,72.5030000,6602
20190327,000000,72.5810000,73.2038000,72.3810000,72.8429000,6157
20190328,000000,72.8810000,73.2980000,72.5680000,72.8593000,6107
20190329,000000,73.0920000,73.8420000,72.3790000,73.5850000,27033
20190330,000000,73.6690000,73.7440000,73.5347000,73.7440000,9
20190331,000000,73.7150000,73.9360000,73.7150000,73.8570000,26
20190401,000000,73.6810000,74.0140000,72.9560000,73.1113000,30931
20190402,000000,73.1460000,73.4404000,72.9460000,73.0810000,26266
20190403,000000,73.1820000,73.4900000,73.0000000,73.2559000,31866
20190404,000000,73.2730000,73.5480000,73.1100000,73.3377000,32047
20190405,000000,73.3700000,73.5640000,73.0890000,73.1110000,27022
20190406,000000,73.2500000,73.3210000,72.9400000,73.3050000,10
20190407,000000,73.2220000,73.5104000,73.2220000,73.5057000,20
20190408,000000,73.5110000,73.6030000,72.9320000,73.0335000,28107
20190409,000000,73.0390000,73.2310000,72.7930000,73.1262000,26649
20190410,000000,73.1530000,73.1770000,72.3220000,72.3520000,29766
20190411,000000,72.5420000,72.8360000,72.3100000,72.6215000,27967
20190412,000000,72.6740000,72.9470000,72.0190000,72.5612000,30863
20190413,000000,72.5440000,72.8360000,72.5440000,72.8360000,9
20190414,000000,72.5680000,72.9520000,72.4530000,72.9520000,18
20190415,000000,72.6430000,73.0380000,72.5290000,72.6611000,23423
20190416,000000,72.6800000,72.8000000,72.1311000,72.2771000,29803
20190417,000000,72.2560000,72.4510000,71.9440000,72.0477000,23074
20190418,000000,72.0910000,72.4372000,71.6140000,71.7602000,6431
20190419,000000,71.7260000,72.0420000,71.6090000,71.9620000,1548
20190420,000000,71.9640000,72.0420000,71.9610000,72.0420000,7
20190421,000000,71.9740000,71.9760000,71.8780000,71.9720000,19
20190422,000000,71.8790000,72.0206000,71.6460000,71.7960000,1735
20190423,000000,71.8000000,71.8732000,71.3370000,71.4600000,20668
20190424,000000,71.5180000,72.0210000,71.3480000,71.8796000,27003
20190425,000000,72.0530000,72.3030000,71.5600000,71.8780000,32047
20190426,000000,71.8710000,72.4100000,71.8460000,72.2723000,40260
20190427,000000,72.2480000,72.3460000,72.1070000,72.3460000,11
20190428,000000,72.2780000,72.4292000,72.2643000,72.4292000,33
20190429,000000,72.4460000,72.4460000,71.7820000,72.0090000,32864
20190430,000000,72.1130000,72.8076000,72.0200000,72.4386000,35853
20190501,000000,72.4620000,72.8487000,72.4140000,72.5995000,3921
20190502,000000,72.5920000,73.4072000,72.3920000,73.0355000,34223
20190503,000000,73.0680000,73.3080000,72.6040000,72.6900000,5493
20190504,000000,72.9170000,72.9850000,72.8803000,72.9850000,10
20190505,000000,72.6310000,73.2940000,72.6300000,72.8980000,20
20190506,000000,72.9940000,73.3070000,72.6440000,73.0417000,27732
20190507,000000,73.0440000,73.1890000,72.6810000,73.0000000,38549
20190508,000000,73.1950000,73.2770000,72.6800000,72.7540000,45377
20190509,000000,72.7270000,73.6140000,72.5960000,73.1509000,6936
20190510,000000,73.1640000,73.5910000,72.9830000,73.2099000,8956
20190511,000000,73.2140000,73.2140000,73.0940000,73.1180000,12
20190512,000000,73.1670000,73.1760000,72.9283000,72.9283000,22
20190513,000000,72.9330000,73.6770000,72.9266000,73.3666000,133164
20190514,000000,73.3800000,73.5407000,72.5680000,72.6981000,107371
20190515,000000,72.7210000,72.8220000,71.9820000,72.3988000,114519
20190516,000000,72.4390000,72.5200000,71.8970000,72.1466000,110326
20190517,000000,72.2130000,72.3450000,72.0080000,72.1127000,117144
20190518,000000,72.1970000,72.3700000,72.1900000,72.3700000,10
20190519,000000,72.2240000,72.3450000,72.0440000,72.2664000,364
20190520,000000,72.2810000,72.4980000,71.8420000,71.9970000,102804
20190521,000000,72.0160000,72.0740000,71.7850000,71.8400000,110358
20190522,000000,71.8520000,71.9080000,71.5950000,71.6902000,107098
20190523,000000,71.7110000,72.5540000,71.5722000,72.4807000,122756
20190524,000000,72.5160000,72.5740000,72.0430000,72.1130000,108272
20190525,000000,72.2070000,72.2580000,72.1733000,72.2420000,18
20190526,000000,72.1660000,72.2740000,72.1560000,72.1988000,871
20190527,000000,72.2100000,72.3320000,71.8270000,71.9637000,80878
20190528,000000,72.0070000,72.3460000,71.8080000,72.1841000,103387
20190529,000000,72.1890000,72.8620000,72.0400000,72.2612000,106625
20190530,000000,72.2420000,72.7751000,72.1482000,72.3340000,102031
20190531,000000,72.5050000,73.1865000,72.3700000,72.9930000,127364
20190601,000000,73.0400000,73.4420000,72.8847000,73.4420000,13
20190602,000000,72.8110000,73.5660000,72.7820000,73.2259000,404
20190603,000000,73.1930000,73.5492000,72.8710000,73.2730000,123935
20190604,000000,73.3220000,73.6660000,73.0970000,73.3644000,120210
