<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20170616,000000,9437.0000000,9519.0000000,9285.0000000,9412.0000000,73103
20170619,000000,9400.0000000,9588.0000000,9323.0000000,9539.0000000,52424
20170620,000000,9575.0000000,9744.0000000,9561.0000000,9613.0000000,97144
20170621,000000,9611.0000000,9691.0000000,9484.0000000,9499.0000000,155848
20170622,000000,9441.0000000,9441.0000000,9280.0000000,9330.0000000,63413
20170623,000000,9295.0000000,9341.0000000,9190.0000000,9280.0000000,89111
20170626,000000,9344.0000000,9374.0000000,9236.0000000,9301.0000000,44551
20170627,000000,9309.0000000,9646.0000000,9289.0000000,9504.0000000,117872
20170628,000000,9508.0000000,9616.0000000,9457.0000000,9471.0000000,143315
20170629,000000,9484.0000000,9500.0000000,9102.0000000,9103.0000000,151216
20170630,000000,9104.0000000,9205.0000000,8976.0000000,9180.0000000,157040
20170703,000000,9198.0000000,9249.0000000,9089.0000000,9115.0000000,58793
20170704,000000,9133.0000000,9160.0000000,9030.0000000,9105.0000000,86302
20170705,000000,9109.0000000,9200.0000000,9076.0000000,9165.0000000,96438
20170706,000000,9197.0000000,9291.0000000,9172.0000000,9200.0000000,64278
20170707,000000,9187.0000000,9323.0000000,9115.0000000,9313.0000000,49297
20170710,000000,9338.0000000,9380.0000000,9157.0000000,9360.0000000,72670
20170711,000000,9366.0000000,9471.0000000,9300.0000000,9370.0000000,97179
20170712,000000,9379.0000000,9487.0000000,9326.0000000,9340.0000000,56608
20170713,000000,9352.0000000,9548.0000000,9352.0000000,9545.0000000,80111
20170714,000000,9546.0000000,9738.0000000,9528.0000000,9720.0000000,80552
20170717,000000,9720.0000000,9777.0000000,9580.0000000,9618.0000000,49843
20170718,000000,9610.0000000,9700.0000000,9590.0000000,9600.0000000,51779
20170719,000000,9599.0000000,9630.0000000,9503.0000000,9530.0000000,56142
20170720,000000,9563.0000000,9564.0000000,9436.0000000,9504.0000000,62928
20170721,000000,9466.0000000,9610.0000000,9341.0000000,9405.0000000,91537
20170724,000000,9425.0000000,9624.0000000,9425.0000000,9598.0000000,76829
20170725,000000,9570.0000000,9603.0000000,9426.0000000,9540.0000000,61383
20170726,000000,9564.0000000,9796.0000000,9525.0000000,9750.0000000,100025
20170727,000000,9764.0000000,9797.0000000,9604.0000000,9797.0000000,84122
20170728,000000,9759.0000000,9930.0000000,9680.0000000,9680.0000000,179756
20170731,000000,9680.0000000,9699.0000000,9453.0000000,9525.0000000,140973
20170801,000000,9525.0000000,9528.0000000,9321.0000000,9372.0000000,165749
20170802,000000,9360.0000000,9477.0000000,9335.0000000,9470.0000000,88591
20170803,000000,9452.0000000,9609.0000000,9405.0000000,9428.0000000,83524
20170804,000000,9419.0000000,9433.0000000,9293.0000000,9321.0000000,69758
20170807,000000,9339.0000000,9450.0000000,9278.0000000,9401.0000000,48957
20170808,000000,9423.0000000,9567.0000000,9385.0000000,9497.0000000,110319
20170809,000000,9495.0000000,9495.0000000,9385.0000000,9407.0000000,27204
20170810,000000,9407.0000000,9500.0000000,9315.0000000,9333.0000000,34340
20170811,000000,9344.0000000,9409.0000000,9203.0000000,9358.0000000,89462
20170814,000000,9364.0000000,9430.0000000,9307.0000000,9370.0000000,43495
20170815,000000,9357.0000000,9413.0000000,9302.0000000,9360.0000000,38277
20170816,000000,9389.0000000,9527.0000000,9367.0000000,9470.0000000,119223
20170817,000000,9453.0000000,9480.0000000,9365.0000000,9447.0000000,80475
20170818,000000,9388.0000000,9453.0000000,9302.0000000,9335.0000000,82504
20170821,000000,9335.0000000,9570.0000000,9331.0000000,9492.0000000,94902
20170822,000000,9513.0000000,9569.0000000,9431.0000000,9556.0000000,54504
20170823,000000,9524.0000000,9777.0000000,9512.0000000,9744.0000000,132135
20170824,000000,9739.0000000,9900.0000000,9715.0000000,9812.0000000,139750
20170825,000000,9769.0000000,9949.0000000,9700.0000000,9799.0000000,135715
20170828,000000,9806.0000000,10113.0000000,9790.0000000,10000.0000000,137981
20170829,000000,10003.0000000,10462.0000000,9923.0000000,10247.0000000,214478
20170830,000000,10260.0000000,10676.0000000,10260.0000000,10650.0000000,199954
20170831,000000,10630.0000000,10882.0000000,10561.0000000,10800.0000000,183799
20170901,000000,10800.0000000,10871.0000000,10563.0000000,10590.0000000,78027
20170904,000000,10568.0000000,10730.0000000,10470.0000000,10510.0000000,49355
20170905,000000,10544.0000000,10670.0000000,10504.0000000,10630.0000000,40150
20170906,000000,10601.0000000,10638.0000000,10421.0000000,10540.0000000,107115
20170907,000000,10559.0000000,10666.0000000,10506.0000000,10544.0000000,61188
20170908,000000,10548.0000000,10689.0000000,10471.0000000,10527.0000000,86861
20170911,000000,10528.0000000,10690.0000000,10521.0000000,10680.0000000,83079
20170912,000000,10688.0000000,10919.0000000,10688.0000000,10795.0000000,128531
20170913,000000,10800.0000000,10858.0000000,10651.0000000,10700.0000000,106398
20170914,000000,10550.0000000,10584.0000000,10268.0000000,10434.0000000,135704
20170915,000000,10418.0000000,10530.0000000,10306.0000000,10397.0000000,89281
20170918,000000,10399.0000000,10486.0000000,10260.0000000,10320.0000000,77248
20170919,000000,10331.0000000,10376.0000000,10257.0000000,10376.0000000,36266
20170920,000000,10380.0000000,10520.0000000,10380.0000000,10465.0000000,78773
20170921,000000,10480.0000000,10500.0000000,10300.0000000,10340.0000000,83640
20170922,000000,10321.0000000,10361.0000000,10201.0000000,10260.0000000,91643
20170925,000000,10244.0000000,10244.0000000,9955.0000000,10140.0000000,149267
20170926,000000,10128.0000000,10260.0000000,9975.0000000,10090.0000000,107298
20170927,000000,10083.0000000,10225.0000000,10060.0000000,10163.0000000,77178
20170928,000000,10180.0000000,10190.0000000,10032.0000000,10089.0000000,80019
20170929,000000,10104.0000000,10190.0000000,10056.0000000,10100.0000000,49756
20171002,000000,10082.0000000,10154.0000000,10072.0000000,10085.0000000,51792
20171003,000000,10101.0000000,10150.0000000,10032.0000000,10070.0000000,70195
20171004,000000,10051.0000000,10123.0000000,9903.0000000,9914.0000000,114407
20171005,000000,9913.0000000,9985.0000000,9770.0000000,9836.0000000,105426
20171006,000000,9833.0000000,10079.0000000,9833.0000000,10050.0000000,63947
20171009,000000,10079.0000000,10148.0000000,9830.0000000,9880.0000000,71827
20171010,000000,9884.0000000,9884.0000000,9770.0000000,9804.0000000,50756
20171011,000000,9842.0000000,9918.0000000,9730.0000000,9760.0000000,75555
20171012,000000,9770.0000000,9791.0000000,9680.0000000,9736.0000000,68288
20171013,000000,9728.0000000,9762.0000000,9525.0000000,9540.0000000,131752
20171016,000000,9564.0000000,9565.0000000,9422.0000000,9429.0000000,72154
20171017,000000,9425.0000000,9469.0000000,9332.0000000,9332.0000000,130475
20171018,000000,9336.0000000,9351.0000000,9240.0000000,9286.0000000,134079
20171019,000000,9320.0000000,9469.0000000,9320.0000000,9445.0000000,117486
20171020,000000,9470.0000000,9488.0000000,8311.0000000,8550.0000000,1097085
20171023,000000,8560.0000000,8625.0000000,8112.0000000,8221.0000000,678492
20171024,000000,8212.0000000,8285.0000000,7860.0000000,7913.0000000,521176
20171025,000000,7900.0000000,8299.0000000,7880.0000000,8299.0000000,563595
20171026,000000,8315.0000000,8382.0000000,8080.0000000,8347.0000000,274278
20171027,000000,8388.0000000,8396.0000000,8050.0000000,8065.0000000,379491
20171030,000000,8055.0000000,8189.0000000,7961.0000000,8022.0000000,209799
20171031,000000,8015.0000000,8069.0000000,7672.0000000,7693.0000000,457918
20171101,000000,7703.0000000,7721.0000000,7533.0000000,7610.0000000,319627
20171102,000000,7587.0000000,7633.0000000,7225.0000000,7370.0000000,546727
20171103,000000,7375.0000000,7571.0000000,7265.0000000,7390.0000000,350024
20171107,000000,7370.0000000,7486.0000000,7237.0000000,7380.0000000,421826
20171108,000000,7399.0000000,7536.0000000,7333.0000000,7398.0000000,286356
20171109,000000,7416.0000000,7466.0000000,7343.0000000,7399.0000000,233791
20171110,000000,7408.0000000,7424.0000000,7131.0000000,7175.0000000,440753
20171113,000000,7170.0000000,7249.0000000,7077.0000000,7146.0000000,269895
20171114,000000,7156.0000000,7174.0000000,6945.0000000,6949.0000000,321030
20171115,000000,6452.0000000,6452.0000000,6165.0000000,6170.0000000,1673602
20171116,000000,6205.0000000,6588.0000000,6201.0000000,6531.0000000,872816
20171117,000000,6583.0000000,6899.0000000,6485.0000000,6884.0000000,981842
20171120,000000,6894.0000000,7030.0000000,6735.0000000,6768.0000000,513685
20171121,000000,6800.0000000,6818.0000000,6567.0000000,6599.0000000,371524
20171122,000000,6599.0000000,6749.0000000,6521.0000000,6720.0000000,332234
20171123,000000,6726.0000000,6830.0000000,6661.0000000,6829.0000000,300715
20171124,000000,6849.0000000,6886.0000000,6631.0000000,6635.0000000,303185
20171127,000000,6636.0000000,6673.0000000,6556.0000000,6602.0000000,225787
20171128,000000,6599.0000000,6643.0000000,6450.0000000,6450.0000000,275667
20171129,000000,6445.0000000,6525.0000000,6367.0000000,6380.0000000,282471
20171130,000000,6377.0000000,6396.0000000,6227.0000000,6359.0000000,295727
20171201,000000,6367.0000000,6475.0000000,6300.0000000,6340.0000000,247419
20171204,000000,6338.0000000,6420.0000000,6251.0000000,6370.0000000,184459
20171205,000000,6365.0000000,6370.0000000,6275.0000000,6300.0000000,103250
20171206,000000,6303.0000000,6389.0000000,6266.0000000,6335.0000000,126487
20171207,000000,6330.0000000,6385.0000000,6301.0000000,6355.0000000,104328
20171208,000000,6360.0000000,6619.0000000,6360.0000000,6550.0000000,316917
20171211,000000,6558.0000000,6694.0000000,6542.0000000,6655.0000000,354826
20171212,000000,6675.0000000,6737.0000000,6498.0000000,6559.0000000,244912
20171213,000000,6540.0000000,6569.0000000,6400.0000000,6400.0000000,275817
20171214,000000,6415.0000000,6490.0000000,6325.0000000,6490.0000000,224976
20171215,000000,6478.0000000,6529.0000000,6395.0000000,6411.0000000,135903
20171218,000000,6419.0000000,6477.0000000,6251.0000000,6287.0000000,239169
20171219,000000,6297.0000000,6317.0000000,6200.0000000,6254.0000000,188002
20171220,000000,6267.0000000,6330.0000000,6220.0000000,6256.0000000,166693
20171221,000000,6278.0000000,6319.0000000,6220.0000000,6290.0000000,193475
20171222,000000,6307.0000000,6325.0000000,6250.0000000,6251.0000000,97163
20171225,000000,6270.0000000,6287.0000000,6233.0000000,6237.0000000,48779
20171226,000000,6240.0000000,6290.0000000,6220.0000000,6244.0000000,81897
20171227,000000,6208.0000000,6280.0000000,6202.0000000,6265.0000000,200516
20171228,000000,6265.0000000,6290.0000000,6250.0000000,6270.0000000,119060
20171229,000000,6259.0000000,6377.0000000,6251.0000000,6340.0000000,155883
20180103,000000,6327.0000000,6485.0000000,6322.0000000,6485.0000000,140838
20180104,000000,6495.0000000,6640.0000000,6480.0000000,6629.0000000,171116
20180105,000000,6645.0000000,6724.0000000,6525.0000000,6724.0000000,226690
20180109,000000,6772.0000000,6829.0000000,6555.0000000,6600.0000000,266894
20180110,000000,6638.0000000,6685.0000000,6531.0000000,6660.0000000,209766
20180111,000000,6672.0000000,6747.0000000,6620.0000000,6651.0000000,135215
20180112,000000,6648.0000000,6765.0000000,6630.0000000,6700.0000000,214554
20180115,000000,6720.0000000,6738.0000000,6560.0000000,6579.0000000,212406
20180116,000000,6585.0000000,6627.0000000,6380.0000000,6400.0000000,290586
20180117,000000,6376.0000000,6494.0000000,6315.0000000,6400.0000000,217824
20180118,000000,6429.0000000,6467.0000000,6225.0000000,6265.0000000,344342
20180119,000000,6266.0000000,6307.0000000,6227.0000000,6240.0000000,329883
20180122,000000,6242.0000000,6350.0000000,6240.0000000,6279.0000000,288444
20180123,000000,6298.0000000,6375.0000000,6294.0000000,6360.0000000,238216
20180124,000000,6371.0000000,6410.0000000,6302.0000000,6345.0000000,161616
20180125,000000,6349.0000000,6369.0000000,6007.0000000,6170.0000000,370974
20180126,000000,6161.0000000,6167.0000000,5531.0000000,5539.0000000,1570777
20180129,000000,5485.0000000,5645.0000000,5100.0000000,5155.0000000,1392031
20180130,000000,5166.0000000,5450.0000000,5051.0000000,5419.0000000,704713
20180131,000000,5377.0000000,5500.0000000,5250.0000000,5330.0000000,451549
20180201,000000,5338.0000000,5368.0000000,5174.0000000,5219.0000000,661649
20180202,000000,5203.0000000,5255.0000000,4921.0000000,5032.0000000,824549
20180205,000000,5018.0000000,5019.0000000,4811.0000000,4950.0000000,583736
20180206,000000,4800.0000000,4949.0000000,4727.0000000,4785.0000000,629546
20180207,000000,4834.0000000,4990.0000000,4720.0000000,4725.0000000,615458
20180208,000000,4706.0000000,4890.0000000,4668.0000000,4825.0000000,552546
20180209,000000,4771.0000000,4925.0000000,4740.0000000,4808.0000000,505446
20180212,000000,4880.0000000,4889.0000000,4827.0000000,4881.0000000,303403
20180213,000000,4884.0000000,4937.0000000,4821.0000000,4860.0000000,290717
20180214,000000,4873.0000000,4882.0000000,4770.0000000,4820.0000000,494286
20180215,000000,4847.0000000,4909.0000000,4828.0000000,4850.0000000,462625
20180216,000000,4675.0000000,4755.0000000,4410.0000000,4473.0000000,2649277
20180219,000000,4494.0000000,4549.0000000,4250.0000000,4251.0000000,1626972
20180220,000000,4272.0000000,4626.0000000,4250.0000000,4588.0000000,1599752
20180221,000000,4606.0000000,4848.0000000,4579.0000000,4793.0000000,1393805
20180222,000000,4781.0000000,5200.0000000,4735.0000000,5140.0000000,1943392
20180226,000000,5175.0000000,5250.0000000,4766.0000000,4803.0000000,1436809
20180227,000000,4819.0000000,4986.0000000,4735.0000000,4882.0000000,845110
20180228,000000,4873.0000000,4919.0000000,4745.0000000,4782.0000000,508943
20180301,000000,4767.0000000,4995.0000000,4701.0000000,4985.0000000,899602
20180302,000000,4984.0000000,5177.0000000,4964.0000000,5058.0000000,867973
20180305,000000,5088.0000000,5170.0000000,5062.0000000,5130.0000000,446170
20180306,000000,5157.0000000,5195.0000000,4970.0000000,5000.0000000,695428
20180307,000000,4980.0000000,5055.0000000,4937.0000000,4973.0000000,507256
20180309,000000,4958.0000000,5115.0000000,4957.0000000,5115.0000000,293159
20180312,000000,5133.0000000,5199.0000000,5111.0000000,5154.0000000,424441
20180313,000000,5160.0000000,5190.0000000,5017.0000000,5050.0000000,516929
20180314,000000,5049.0000000,5096.0000000,4970.0000000,4970.0000000,401518
20180315,000000,4976.0000000,5149.0000000,4915.0000000,5149.0000000,620981
20180316,000000,5151.0000000,5180.0000000,4957.0000000,4957.0000000,710099
20180319,000000,5020.0000000,5077.0000000,4971.0000000,4990.0000000,575497
20180320,000000,5002.0000000,5027.0000000,4872.0000000,4930.0000000,457760
20180321,000000,4935.0000000,4982.0000000,4892.0000000,4910.0000000,200616
20180322,000000,4906.0000000,4932.0000000,4800.0000000,4800.0000000,335070
20180323,000000,4768.0000000,4838.0000000,4700.0000000,4747.0000000,516283
20180326,000000,4740.0000000,4806.0000000,4671.0000000,4715.0000000,431564
20180327,000000,4722.0000000,4785.0000000,4708.0000000,4755.0000000,212189
20180328,000000,4723.0000000,4739.0000000,4559.0000000,4605.0000000,486784
20180329,000000,4618.0000000,4761.0000000,4603.0000000,4636.0000000,525208
20180330,000000,4658.0000000,4687.0000000,4637.0000000,4680.0000000,80033
20180402,000000,4681.0000000,4786.0000000,4672.0000000,4720.0000000,203376
20180403,000000,4736.0000000,4736.0000000,4651.0000000,4700.0000000,148165
20180404,000000,4705.0000000,4718.0000000,4630.0000000,4651.0000000,157520
20180405,000000,4664.0000000,4754.0000000,4655.0000000,4725.0000000,219090
20180406,000000,4709.0000000,4785.0000000,4686.0000000,4694.0000000,222640
20180409,000000,4678.0000000,4678.0000000,4131.0000000,4484.0000000,953582
20180410,000000,4502.0000000,4677.0000000,4422.0000000,4549.0000000,539054
20180411,000000,4525.0000000,4625.0000000,4437.0000000,4555.0000000,388682
20180412,000000,4576.0000000,4755.0000000,4541.0000000,4730.0000000,511320
20180413,000000,4742.0000000,4777.0000000,4655.0000000,4710.0000000,319300
20180416,000000,4650.0000000,4748.0000000,4623.0000000,4690.0000000,189295
20180417,000000,4739.0000000,4840.0000000,4730.0000000,4790.0000000,256877
20180418,000000,4793.0000000,4947.0000000,4791.0000000,4895.0000000,346674
20180419,000000,4914.0000000,5030.0000000,4885.0000000,4921.0000000,418706
20180420,000000,4940.0000000,5017.0000000,4780.0000000,4825.0000000,388279
20180423,000000,4825.0000000,4870.0000000,4715.0000000,4785.0000000,329039
20180424,000000,4805.0000000,4805.0000000,4715.0000000,4729.0000000,277550
20180425,000000,4722.0000000,4840.0000000,4716.0000000,4786.0000000,508433
20180426,000000,4801.0000000,4830.0000000,4722.0000000,4830.0000000,318786
20180427,000000,4836.0000000,4888.0000000,4781.0000000,4875.0000000,193989
20180428,000000,4868.0000000,4869.0000000,4842.0000000,4853.0000000,25724
20180430,000000,4854.0000000,4918.0000000,4820.0000000,4902.0000000,134317
20180502,000000,4872.0000000,4938.0000000,4851.0000000,4893.0000000,152546
20180503,000000,4895.0000000,4935.0000000,4805.0000000,4827.0000000,181937
20180504,000000,4828.0000000,4942.0000000,4822.0000000,4892.0000000,236824
20180507,000000,4901.0000000,4935.0000000,4862.0000000,4870.0000000,106672
20180508,000000,4870.0000000,4890.0000000,4821.0000000,4840.0000000,171289
20180510,000000,4893.0000000,4920.0000000,4840.0000000,4860.0000000,216450
20180511,000000,4859.0000000,4937.0000000,4859.0000000,4901.0000000,239620
20180514,000000,4911.0000000,4998.0000000,4863.0000000,4985.0000000,241670
20180515,000000,4990.0000000,5098.0000000,4960.0000000,5045.0000000,451737
20180516,000000,5040.0000000,5236.0000000,5012.0000000,5170.0000000,662151
20180517,000000,5221.0000000,5266.0000000,5097.0000000,5164.0000000,460691
20180518,000000,5184.0000000,5210.0000000,5066.0000000,5108.0000000,290382
20180521,000000,5118.0000000,5200.0000000,5087.0000000,5185.0000000,352610
20180522,000000,5183.0000000,5275.0000000,5167.0000000,5260.0000000,296514
20180523,000000,5255.0000000,5260.0000000,5171.0000000,5185.0000000,198001
20180524,000000,5169.0000000,5348.0000000,5115.0000000,5265.0000000,504839
20180525,000000,5279.0000000,5329.0000000,5210.0000000,5210.0000000,247241
20180528,000000,5215.0000000,5275.0000000,5184.0000000,5185.0000000,96968
20180529,000000,5208.0000000,5237.0000000,5052.0000000,5087.0000000,274844
20180530,000000,5086.0000000,5192.0000000,5013.0000000,5150.0000000,297586
20180531,000000,5182.0000000,5210.0000000,5060.0000000,5111.0000000,208841
20180601,000000,5080.0000000,5154.0000000,5031.0000000,5112.0000000,171334
20180604,000000,5115.0000000,5227.0000000,5091.0000000,5187.0000000,274201
20180605,000000,5202.0000000,5256.0000000,5170.0000000,5175.0000000,182093
20180606,000000,5193.0000000,5218.0000000,4905.0000000,4937.0000000,696519
20180607,000000,4952.0000000,5030.0000000,4914.0000000,5030.0000000,284634
20180608,000000,5017.0000000,5017.0000000,4770.0000000,4818.0000000,403834
20180609,000000,4819.0000000,4838.0000000,4786.0000000,4818.0000000,28596
20180611,000000,4831.0000000,4852.0000000,4726.0000000,4750.0000000,141610
20180613,000000,4775.0000000,4786.0000000,4651.0000000,4702.0000000,393756
20180614,000000,4704.0000000,4724.0000000,4657.0000000,4690.0000000,166772
20180615,000000,4697.0000000,4739.0000000,4654.0000000,4710.0000000,228321
20180618,000000,4697.0000000,4697.0000000,4596.0000000,4631.0000000,201784
20180619,000000,4628.0000000,4644.0000000,4514.0000000,4592.0000000,315266
20180620,000000,4613.0000000,4660.0000000,4597.0000000,4646.0000000,269824
20180621,000000,4646.0000000,4673.0000000,4576.0000000,4599.0000000,172685
20180622,000000,4601.0000000,4670.0000000,4572.0000000,4572.0000000,270354
20180625,000000,4567.0000000,4608.0000000,4534.0000000,4550.0000000,112272
20180626,000000,4568.0000000,4654.0000000,4556.0000000,4615.0000000,219572
20180627,000000,4620.0000000,4677.0000000,4555.0000000,4609.0000000,184728
20180628,000000,4602.0000000,4647.0000000,4586.0000000,4610.0000000,141860
20180629,000000,4635.0000000,4637.0000000,4570.0000000,4600.0000000,259893
20180702,000000,4605.0000000,4664.0000000,4590.0000000,4623.0000000,155950
20180703,000000,4630.0000000,4677.0000000,4606.0000000,4620.0000000,166282
20180704,000000,4626.0000000,4656.0000000,4617.0000000,4630.0000000,107772
20180705,000000,4547.0000000,4586.0000000,4528.0000000,4528.0000000,203490
20180706,000000,4540.0000000,4564.0000000,4481.0000000,4550.0000000,146961
20180709,000000,4556.0000000,4590.0000000,4500.0000000,4521.0000000,220789
20180710,000000,4533.0000000,4544.0000000,4458.0000000,4465.0000000,192706
20180711,000000,4463.0000000,4486.0000000,4415.0000000,4446.0000000,149498
20180712,000000,4440.0000000,4499.0000000,4374.0000000,4463.0000000,178065
20180713,000000,4469.0000000,4497.0000000,4438.0000000,4474.0000000,131936
20180716,000000,4476.0000000,4495.0000000,4455.0000000,4457.0000000,174007
20180717,000000,4453.0000000,4480.0000000,4400.0000000,4430.0000000,219788
20180718,000000,4436.0000000,4468.0000000,4413.0000000,4440.0000000,126219
20180719,000000,4444.0000000,4455.0000000,4312.0000000,4342.0000000,443402
20180720,000000,4333.0000000,4365.0000000,4263.0000000,4300.0000000,372774
20180723,000000,4295.0000000,4337.0000000,4266.0000000,4285.0000000,146829
20180724,000000,4287.0000000,4301.0000000,4171.0000000,4180.0000000,291158
20180725,000000,4154.0000000,4168.0000000,3991.0000000,4050.0000000,672736
20180726,000000,4058.0000000,4344.0000000,4058.0000000,4280.0000000,984632
20180727,000000,4287.0000000,4311.0000000,4215.0000000,4270.0000000,373835
20180730,000000,4270.0000000,4273.0000000,4200.0000000,4214.0000000,263652
20180731,000000,4204.0000000,4209.0000000,4088.0000000,4128.0000000,416666
20180801,000000,4128.0000000,4213.0000000,4125.0000000,4187.0000000,279783
20180802,000000,4186.0000000,4215.0000000,4109.0000000,4179.0000000,235263
20180803,000000,4179.0000000,4224.0000000,4161.0000000,4205.0000000,371546
20180806,000000,4210.0000000,4339.0000000,4175.0000000,4230.0000000,593051
20180807,000000,4230.0000000,4284.0000000,4207.0000000,4240.0000000,176043
20180808,000000,4239.0000000,4249.0000000,4122.0000000,4228.0000000,275565
20180809,000000,4215.0000000,4230.0000000,4107.0000000,4189.0000000,302846
20180810,000000,4189.0000000,4193.0000000,4007.0000000,4033.0000000,485539
20180813,000000,3998.0000000,4082.0000000,3936.0000000,4039.0000000,581332
20180814,000000,4057.0000000,4114.0000000,3970.0000000,3995.0000000,322633
20180815,000000,4005.0000000,4058.0000000,3977.0000000,4016.0000000,254188
20180816,000000,4015.0000000,4076.0000000,4006.0000000,4035.0000000,238781
20180817,000000,4033.0000000,4081.0000000,4015.0000000,4033.0000000,148940
20180820,000000,4048.0000000,4209.0000000,4039.0000000,4108.0000000,520547
20180821,000000,4125.0000000,4275.0000000,4076.0000000,4235.0000000,714908
20180822,000000,4242.0000000,4269.0000000,4140.0000000,4170.0000000,430825
20180823,000000,4168.0000000,4183.0000000,4123.0000000,4157.0000000,305875
20180824,000000,4156.0000000,4166.0000000,4074.0000000,4141.0000000,180292
20180827,000000,4142.0000000,4184.0000000,4117.0000000,4175.0000000,97331
20180828,000000,4187.0000000,4225.0000000,4169.0000000,4205.0000000,171851
20180829,000000,4222.0000000,4228.0000000,4156.0000000,4192.0000000,120652
20180830,000000,4210.0000000,4227.0000000,4072.0000000,4098.0000000,189358
20180831,000000,4086.0000000,4099.0000000,4024.0000000,4057.0000000,247111
20180903,000000,4047.0000000,4068.0000000,4034.0000000,4037.0000000,95999
20180904,000000,4045.0000000,4068.0000000,3990.0000000,4045.0000000,413700
20180905,000000,4057.0000000,4142.0000000,4046.0000000,4110.0000000,318344
20180906,000000,4111.0000000,4122.0000000,4045.0000000,4058.0000000,290897
20180907,000000,4067.0000000,4073.0000000,4009.0000000,4049.0000000,311239
20180910,000000,4055.0000000,4077.0000000,3993.0000000,4040.0000000,250328
20180911,000000,4036.0000000,4047.0000000,3990.0000000,4018.0000000,215088
20180912,000000,4022.0000000,4095.0000000,4020.0000000,4095.0000000,200103
20180913,000000,4102.0000000,4160.0000000,4058.0000000,4070.0000000,299147
20180914,000000,4087.0000000,4169.0000000,4048.0000000,4163.0000000,256247
20180917,000000,4180.0000000,4224.0000000,4165.0000000,4185.0000000,334929
20180918,000000,4197.0000000,4275.0000000,4189.0000000,4196.0000000,364396
20180919,000000,4214.0000000,4275.0000000,4210.0000000,4258.0000000,309025
20180920,000000,4270.0000000,4275.0000000,4182.0000000,4200.0000000,477507
20180921,000000,4197.0000000,4227.0000000,4141.0000000,4190.0000000,390132
20180924,000000,4190.0000000,4215.0000000,4096.0000000,4141.0000000,223308
20180925,000000,4156.0000000,4195.0000000,4130.0000000,4185.0000000,247786
20180926,000000,4198.0000000,4230.0000000,3992.0000000,3992.0000000,653871
20180927,000000,4000.0000000,4025.0000000,3750.0000000,3840.0000000,1563423
20180928,000000,3839.0000000,3867.0000000,3710.0000000,3835.0000000,504508
20181001,000000,3853.0000000,3942.0000000,3757.0000000,3825.0000000,775851
20181002,000000,3834.0000000,3846.0000000,3775.0000000,3840.0000000,309263
20181003,000000,3840.0000000,3876.0000000,3810.0000000,3852.0000000,263481
20181004,000000,3850.0000000,3869.0000000,3793.0000000,3840.0000000,334926
20181005,000000,3861.0000000,3913.0000000,3789.0000000,3830.0000000,427443
20181008,000000,3825.0000000,3848.0000000,3765.0000000,3771.0000000,343660
20181009,000000,3782.0000000,3799.0000000,3581.0000000,3582.0000000,715738
20181010,000000,3585.0000000,3603.0000000,3455.0000000,3490.0000000,796990
20181011,000000,3438.0000000,3475.0000000,3350.0000000,3440.0000000,914145
20181012,000000,3465.0000000,3565.0000000,3465.0000000,3490.0000000,711719
20181015,000000,3500.0000000,3579.0000000,3460.0000000,3560.0000000,518201
20181016,000000,3566.0000000,3612.0000000,3521.0000000,3540.0000000,543699
20181017,000000,3559.0000000,3618.0000000,3541.0000000,3581.0000000,467911
20181018,000000,3589.0000000,3640.0000000,3546.0000000,3588.0000000,383206
20181019,000000,3600.0000000,3610.0000000,3562.0000000,3580.0000000,437207
20181022,000000,3594.0000000,3648.0000000,3481.0000000,3487.0000000,377059
20181023,000000,3470.0000000,3477.0000000,3291.0000000,3465.0000000,694061
20181024,000000,3494.0000000,3544.0000000,3461.0000000,3461.0000000,327830
20181025,000000,3444.0000000,3520.0000000,3431.0000000,3515.0000000,313396
20181026,000000,3503.0000000,3514.0000000,3417.0000000,3461.0000000,295135
20181029,000000,3499.0000000,3551.0000000,3434.0000000,3541.0000000,346576
20181030,000000,3537.0000000,3634.0000000,3523.0000000,3606.0000000,509239
20181031,000000,3625.0000000,3672.0000000,3590.0000000,3590.0000000,323043
20181101,000000,3625.0000000,3648.0000000,3603.5000000,3640.0000000,409391
20181102,000000,3646.0000000,3696.0000000,3625.5000000,3660.0000000,393714
20181106,000000,3702.0000000,3740.0000000,3685.0000000,3695.0000000,348577
20181107,000000,3710.0000000,3727.5000000,3665.5000000,3720.0000000,361377
20181108,000000,3757.0000000,3757.0000000,3716.5000000,3735.0000000,302855
20181109,000000,3720.5000000,3734.5000000,3680.0000000,3700.0000000,321177
20181112,000000,3729.0000000,3739.5000000,3656.0000000,3656.0000000,207823
20181113,000000,3684.0000000,3684.0000000,3615.0000000,3629.5000000,186358
20181114,000000,3625.0000000,3629.5000000,3512.0000000,3549.0000000,352409
20181115,000000,3560.5000000,3569.0000000,3535.0000000,3543.5000000,233312
20181116,000000,3559.5000000,3560.0000000,3472.5000000,3478.0000000,321211
20181119,000000,3496.0000000,3508.5000000,3468.0000000,3500.0000000,156863
20181120,000000,3492.0000000,3524.5000000,3441.0000000,3454.5000000,184254
20181121,000000,3474.0000000,3509.0000000,3441.5000000,3496.0000000,258883
